detector,series,forecast_err_normal,sep_ratio,effect,vus_pr
ae,ucr/165_UCR_Anomaly_apneaecg4_6000_16000_16100,0.265029,0.2952,-1.9074,0.0041
ae,ucr/167_UCR_Anomaly_gait1_20000_38500_38800,0.0114083,1.4474,0.7972,0.0198
ae,ucr/169_UCR_Anomaly_gait3_24500_59900_60500,0.00950402,1.2502,0.4173,0.0301
ae,ucr/171_UCR_Anomaly_gaitHunt2_18500_31200_31850,0.00811002,2.7090,2.8840,0.3964
ae,ucr/173_UCR_Anomaly_insectEPG1_3000_7000_7030,0.0913009,1.0850,0.4414,0.0137
ae,ucr/175_UCR_Anomaly_insectEPG3_5200_7000_7050,0.0743115,0.8773,-0.4835,0.0124
ae,ucr/179_UCR_Anomaly_ltstdbs30791AS_23000_52600_52800,0.0341881,175.8958,24.3619,0.6803
ae,ucr/181_UCR_Anomaly_park3m_60000_72150_72495,0.0023925,3.7059,3.4654,0.2474
ae,ucr/183_UCR_Anomaly_qtdbSel100MLII_4000_13400_13800,0.382725,0.8221,-0.3721,0.0152
ae,ucr/191_UCR_Anomaly_resperation9_38000_143411_143511,0.00142513,19.8187,17.6651,0.1454
ae,ucr/193_UCR_Anomaly_s20101m_10000_35774_35874,0.159345,2.9245,6.4952,0.4596
ae,ucr/195_UCR_Anomaly_sel840mECG1_17000_51370_51740,0.060677,2.2741,2.2177,0.1268
ae,ucr/197_UCR_Anomaly_tiltAPB1_100000_114283_114350,0.00235226,6.2739,9.8170,0.4235
ae,ucr/199_UCR_Anomaly_tiltAPB3_40000_114000_114370,0.018927,0.6690,-0.2850,0.0058
ae,ucr/201_UCR_Anomaly_CHARISfive_10000_17001_17016,0.136924,2.4169,2.9055,0.1065
ae,ucr/203_UCR_Anomaly_CHARISfive_10500_10995_11028,0.634914,0.9846,-0.0613,0.0015
ae,ucr/205_UCR_Anomaly_CHARISfive_9812_28995_29085,0.0539848,0.6798,-0.9259,0.0030
ae,ucr/207_UCR_Anomaly_CHARISten_3165_26929_26989,0.192605,2.1971,0.8726,0.0109
ae,ucr/209_UCR_Anomaly_Fantasia_19000_26970_27270,0.0601645,3.2362,3.6824,0.3191
ae,ucr/211_UCR_Anomaly_Italianpowerdemand_38113_39240_39336,0.0106717,1.4521,0.6958,0.0125
ae,ucr/213_UCR_Anomaly_STAFFIIIDatabase_33211_126920_127370,0.00289561,16.1357,16.9512,0.0625
ae,ucr/215_UCR_Anomaly_STAFFIIIDatabase_36276_106720_107370,0.00511968,2.0097,0.6183,0.0124
ae,ucr/217_UCR_Anomaly_STAFFIIIDatabase_38211_150720_151370,0.00915975,1.1889,0.2299,0.0050
ae,ucr/219_UCR_Anomaly_STAFFIIIDatabase_41612_64632_64852,0.00243134,26.1222,33.4707,0.1031
ae,ucr/221_UCR_Anomaly_STAFFIIIDatabase_45616_163632_164852,0.00419156,3.5034,1.6149,0.0522
ae,ucr/223_UCR_Anomaly_mit14046longtermecg_74123_131200_131700,0.252208,0.9142,-0.0487,0.0056
ae,ucr/225_UCR_Anomaly_mit14046longtermecg_81214_143000_143300,0.197284,6.6652,3.3798,0.0454
ae,ucr/227_UCR_Anomaly_mit14134longtermecg_11231_29000_29100,0.261693,1.4236,1.3610,0.0106
ae,ucr/229_UCR_Anomaly_mit14134longtermecg_16363_57960_57970,0.264942,2.6698,4.3583,0.0745
ae,ucr/231_UCR_Anomaly_mit14134longtermecg_8763_47530_47790,0.350819,0.7586,-0.8673,0.0051
ae,ucr/237_UCR_Anomaly_mit14157longtermecg_19313_89560_90370,0.0732115,4.8972,1.5655,0.1342
ae,ucr/239_UCR_Anomaly_taichidbS0715Master_190037_593450_593514,0.00587711,5.7448,1.6482,0.0017
ae,ucr/241_UCR_Anomaly_taichidbS0715Master_250000_837400_839100,0.00513052,0.1414,-0.3504,0.0024
ae,ucr/243_UCR_Anomaly_tilt12744mtable_100000_203355_203400,0.00414212,1.8780,0.0999,0.0247
ae,ucr/245_UCR_Anomaly_tilt12754table_100211_270800_271070,0.00304571,13.3094,2.1935,0.0704
ae,ucr/247_UCR_Anomaly_tilt12755mtable_50211_121900_121980,0.010219,2.0674,0.2370,0.0048
ae,ucr/249_UCR_Anomaly_weallwalk_2753_8285_8315,0.385496,1.2465,0.6915,0.0122
ae,nasa/P-1,0.353699,0.9130,-0.3392,0.1493
ae,nasa/E-2,0.236303,0.2306,-1.1026,0.1600
ae,nasa/E-5,0.217914,0.1579,-1.0453,0.3316
ae,nasa/S-1,0.261695,0.8033,-0.3293,0.0539
ae,nasa/E-3,0.333349,0.2070,-2.6155,0.3019
ae,nasa/E-1,0.178433,0.4887,-0.7352,0.1542
ae,nasa/E-4,0.331994,0.1816,-2.3806,0.2623
ae,nasa/E-7,0.238951,22.5771,26.4525,0.3875
chronos_base_resid,nasa/E-12,251.152,181.0877,12.6559,0.0847
chronos_base_resid,nasa/P-2,1203.98,4.9611,0.5814,0.1143
chronos_base_resid,nasa/P-3,1147.64,7.2223,0.9252,0.1146
chronos_base_resid,nasa/F-1,1876.39,0.0047,-0.1976,0.0132
chronos_base_resid,nasa/P-4,1157.85,0.8062,-0.0310,0.1002
chronos_base_resid,nasa/T-1,2713.14,0.0032,-0.2373,0.1685
chronos_base_resid,nasa/T-2,735.403,0.0118,-0.1169,0.1790
chronos_base_resid,nasa/D-8,1242.79,0.0072,-0.1582,0.0080
chronos_base_resid,nasa/D-9,1241.97,0.0070,-0.1562,0.1343
chronos_base_resid,nasa/F-2,1959.12,0.0044,-0.1999,0.2934
chronos_base_resid,nasa/G-4,1525.97,0.0059,-0.2518,0.0054
chronos_base_resid,nasa/T-3,1763.48,0.0061,-0.1886,0.0270
chronos_base_resid,nasa/D-11,35787.4,1.2983,0.4652,0.0913
chronos_base_resid,nasa/D-12,4567.98,0.0019,-0.3888,0.2900
chronos_base_resid,nasa/B-1,1041.25,0.0082,-0.1415,0.0106
chronos_base_resid,nasa/G-6,945.503,0.4404,-0.0766,0.0317
chronos_base_resid,nasa/G-7,2948.36,0.0028,-0.2833,0.3001
chronos_base_resid,nasa/P-7,933.017,0.0093,-0.1371,0.1797
chronos_base_resid,nasa/R-1,1268.42,0.0069,-0.1602,0.0135
chronos_base_resid,nasa/A-5,1437.76,10.1100,1.6205,0.1024
chronos_base_resid,nasa/A-6,1256.97,0.0070,-0.1697,0.0124
chronos_base_resid,nasa/A-7,2540.09,0.0034,-0.2684,0.2510
chronos_base_resid,nasa/D-13,5783.63,0.0015,-0.3768,0.0237
chronos_base_resid,nasa/A-8,30113,1.3263,0.4234,0.3773
chronos_base_resid,nasa/A-9,5295.07,0.0149,-0.3681,0.3424
chronos_base_resid,nasa/M-1,55900.3,1.0212,0.1659,0.6664
chronos_base_resid,nasa/M-2,55901.3,1.0219,0.1798,0.6588
chronos_base_resid,nasa/P-10,45672.7,1.2283,0.7442,0.0698
chronos_base_resid,nasa/F-7,49980.4,1.0351,0.1605,0.0959
chronos_base_resid,nasa/M-3,53854.4,1.0219,0.1273,0.1828
chronos_base_resid,nasa/M-4,55333.3,1.0005,0.0032,0.1606
chronos_base_resid,nasa/M-5,53552,1.0084,0.0490,0.1792
chronos_base_resid,nasa/P-15,43437.4,0.9494,-0.1668,0.0070
chronos_base_resid,nasa/T-12,47267.5,0.9642,-0.1505,0.1391
chronos_base_resid,nasa/T-13,47567.8,0.9074,-0.3975,0.2236
chronos_base_resid,nasa/F-5,51717.7,1.0501,0.2564,0.0492
chronos_base_resid,nasa/D-14,44992.5,1.1820,0.5509,0.1669
chronos_base_resid,nasa/P-14,45836.7,1.1724,0.5670,0.0439
chronos_base_resid,nasa/P-11,47544.7,0.9788,-0.0823,0.1285
chronos_base_resid,nasa/D-16,47051.8,1.1985,0.7614,0.3034
chronos_base_resid,nasa/F-8,46771.7,1.2504,1.0009,0.2362
chronos_base_resid,psm/psm,5.2087,1.2940,0.1051,0.3842
chronos_base_resid,smd/machine-1-1,4.40674,2.1540,0.7649,0.2547
chronos_base_resid,smd/machine-1-2,30968.6,0.6760,-0.5912,0.2448
chronos_base_resid,smd/machine-1-3,1.7353,2.6695,0.8992,0.1231
chronos_base_resid,smd/machine-1-4,1.77462,2.6872,1.0259,0.1364
chronos_base_resid,smd/machine-1-5,4.24605,3.6242,0.7333,0.0272
chronos_base_resid,smd/machine-1-6,30116.6,0.5009,-0.8424,0.2131
chronos_base_resid,smd/machine-1-7,2.03881,1.1633,0.1884,0.1644
chronos_base_resid,smd/machine-1-8,5.68917,1.8601,0.5151,0.0819
chronos_base_resid,smd/machine-2-1,34618.8,1.0693,0.1641,0.0831
chronos_base_resid,smd/machine-2-2,4.0913,0.3318,-0.1820,0.1207
chronos_base_resid,smd/machine-2-3,3.5981,7.2079,3.1667,0.1278
chronos_base_resid,smd/machine-2-4,2.63566,2.7431,1.5545,0.1949
chronos_base_resid,smd/machine-2-5,32173.9,1.0172,0.0267,0.0684
chronos_base_resid,smd/machine-2-6,5.71775,3.5661,2.7571,0.1978
chronos_base_resid,smd/machine-2-7,6.42004,13.4518,4.0908,0.1198
chronos_base_resid,smd/machine-2-8,4.09201,19.6862,13.4577,0.6185
chronos_base_resid,smd/machine-2-9,6082.24,1.3623,0.2801,0.1359
chronos_base_resid,smd/machine-3-1,5.00389,4.1200,3.2602,0.2044
chronos_base_resid,smd/machine-3-10,170.619,24.7512,1.6324,0.3885
chronos_base_resid,smd/machine-3-11,5.04515,7.6611,6.1714,0.4019
chronos_base_resid,smd/machine-3-2,3.22723,0.6618,-0.2893,0.0577
chronos_base_resid,smd/machine-3-3,1.72089,2.3636,1.7300,0.1384
chronos_base_resid,smd/machine-3-4,1.07779,1.0357,0.0623,0.0686
chronos_base_resid,smd/machine-3-5,1560.09,1.7274,0.1998,0.0492
chronos_base_resid,smd/machine-3-6,16.1293,1.0505,0.0151,0.0910
chronos_base_resid,smd/machine-3-7,7.19811,3.0026,2.0200,0.1180
chronos_base_resid,smd/machine-3-8,6487.05,2.7653,1.3676,0.2236
chronos_base_resid,smd/machine-3-9,3.62614,4.0496,2.9438,0.2181
chronos_base_resid,ucr/001_UCR_Anomaly_DISTORTED1sddb40_35000_52000_52620,3.30115,1.5033,0.3705,0.0252
chronos_base_resid,ucr/002_UCR_Anomaly_DISTORTED2sddb40_35000_56600_56900,3.27269,0.4672,-0.3988,0.0074
chronos_base_resid,ucr/003_UCR_Anomaly_DISTORTED3sddb40_35000_46600_46900,3.34984,1.2795,0.2083,0.0111
chronos_base_resid,ucr/004_UCR_Anomaly_DISTORTEDBIDMC1_2500_5400_5600,2.16583,1.9038,0.7174,0.0827
chronos_base_resid,ucr/006_UCR_Anomaly_DISTORTEDCIMIS44AirTemperature2_4000_5703_5727,1.05238,2.6996,2.0395,0.0881
chronos_base_resid,ucr/007_UCR_Anomaly_DISTORTEDCIMIS44AirTemperature3_4000_6520_6544,1.08361,2.8801,2.1856,0.0757
chronos_base_resid,ucr/008_UCR_Anomaly_DISTORTEDCIMIS44AirTemperature4_4000_5549_5597,1.05538,1.8483,1.0072,0.0374
chronos_base_resid,ucr/009_UCR_Anomaly_DISTORTEDCIMIS44AirTemperature5_4000_4852_4900,1.04865,2.0040,1.1074,0.0634
chronos_base_resid,ucr/010_UCR_Anomaly_DISTORTEDCIMIS44AirTemperature6_4000_6006_6054,1.0456,1.9867,1.1381,0.0911
chronos_base_resid,ucr/011_UCR_Anomaly_DISTORTEDECG1_10000_11800_12100,1.55524,2.4480,0.8578,0.0444
chronos_base_resid,ucr/012_UCR_Anomaly_DISTORTEDECG2_15000_16000_16100,1.56673,1.2073,0.1229,0.0188
chronos_base_resid,ucr/013_UCR_Anomaly_DISTORTEDECG3_15000_16000_16100,1.53642,2.4078,0.7482,0.0219
chronos_base_resid,ucr/014_UCR_Anomaly_DISTORTEDECG3_8000_17000_17100,1.47355,1.9580,0.4900,0.0177
chronos_base_resid,ucr/015_UCR_Anomaly_DISTORTEDECG4_5000_16800_17100,6.33673,1.4663,0.4558,0.0079
chronos_base_resid,ucr/016_UCR_Anomaly_DISTORTEDECG4_5000_16900_17100,1.97605,2.1302,0.5916,0.0240
chronos_base_resid,ucr/017_UCR_Anomaly_DISTORTEDECG4_5000_17000_17100,1.96051,4.1091,1.6179,0.0291
chronos_base_resid,ucr/018_UCR_Anomaly_DISTORTEDECG4_8000_17000_17100,1.50357,1.8479,0.4353,0.0115
chronos_base_resid,ucr/019_UCR_Anomaly_DISTORTEDGP711MarkerLFM5z1_5000_6168_6212,5.41922,0.8213,-0.1747,0.0086
chronos_base_resid,ucr/020_UCR_Anomaly_DISTORTEDGP711MarkerLFM5z2_5000_7175_7388,5.53015,1.1145,0.1107,0.0482
chronos_base_resid,ucr/021_UCR_Anomaly_DISTORTEDGP711MarkerLFM5z3_5000_5948_5993,5.39664,0.6622,-0.3210,0.0115
chronos_base_resid,ucr/022_UCR_Anomaly_DISTORTEDGP711MarkerLFM5z4_4000_6527_6645,5.30269,1.9271,0.8851,0.0410
chronos_base_resid,ucr/023_UCR_Anomaly_DISTORTEDGP711MarkerLFM5z5_5000_8612_8716,5.5226,1.3140,0.3058,0.0336
chronos_base_resid,ucr/024_UCR_Anomaly_DISTORTEDInternalBleeding10_3200_4526_4556,4.07578,0.8788,-0.1170,0.0119
chronos_base_resid,ucr/025_UCR_Anomaly_DISTORTEDInternalBleeding14_2800_5607_5634,4.02694,0.3439,-0.6172,0.0073
chronos_base_resid,ucr/026_UCR_Anomaly_DISTORTEDInternalBleeding15_1700_5684_5854,3.41735,1.3443,0.2829,0.0476
chronos_base_resid,ucr/027_UCR_Anomaly_DISTORTEDInternalBleeding16_1200_4187_4199,4.44373,1.5485,0.4902,0.0056
chronos_base_resid,ucr/028_UCR_Anomaly_DISTORTEDInternalBleeding17_1600_3198_3309,5.01367,0.8427,-0.1326,0.0291
chronos_base_resid,ucr/029_UCR_Anomaly_DISTORTEDInternalBleeding18_2300_4485_4587,3.95717,2.1225,1.0406,0.0714
chronos_base_resid,ucr/030_UCR_Anomaly_DISTORTEDInternalBleeding19_3000_4187_4197,4.55897,1.3190,0.3014,0.0049
chronos_base_resid,ucr/031_UCR_Anomaly_DISTORTEDInternalBleeding20_2700_5759_5919,4.50228,1.2406,0.2226,0.0594
chronos_base_resid,ucr/032_UCR_Anomaly_DISTORTEDInternalBleeding4_1000_4675_5033,4.00369,2.9505,1.7118,0.3087
chronos_base_resid,ucr/033_UCR_Anomaly_DISTORTEDInternalBleeding5_4000_6200_6370,3.17425,2.0162,0.9446,0.1322
chronos_base_resid,ucr/034_UCR_Anomaly_DISTORTEDInternalBleeding6_1500_3474_3629,5.53506,1.2318,0.2899,0.0371
chronos_base_resid,ucr/035_UCR_Anomaly_DISTORTEDInternalBleeding8_2500_5865_5974,2.00017,1.4312,0.3951,0.0589
chronos_base_resid,ucr/036_UCR_Anomaly_DISTORTEDInternalBleeding9_4200_6599_6681,4.21993,0.2232,-0.6990,0.0264
chronos_base_resid,ucr/037_UCR_Anomaly_DISTORTEDLab2Cmac011215EPG1_5000_17210_17260,0.721435,3.1160,2.1347,0.0332
chronos_base_resid,ucr/038_UCR_Anomaly_DISTORTEDLab2Cmac011215EPG2_5000_27862_27932,0.728213,0.9704,-0.0303,0.0046
chronos_base_resid,ucr/039_UCR_Anomaly_DISTORTEDLab2Cmac011215EPG3_5000_16390_16420,0.722049,1.6134,0.6291,0.0035
chronos_base_resid,ucr/040_UCR_Anomaly_DISTORTEDLab2Cmac011215EPG4_6000_17390_17520,0.728907,0.8356,-0.1683,0.0075
chronos_base_resid,ucr/041_UCR_Anomaly_DISTORTEDLab2Cmac011215EPG5_7000_17390_17520,0.707717,1.3000,0.2998,0.0107
chronos_base_resid,ucr/042_UCR_Anomaly_DISTORTEDLab2Cmac011215EPG6_7000_12190_12420,0.71284,0.4991,-0.5069,0.0107
chronos_base_resid,ucr/043_UCR_Anomaly_DISTORTEDMesoplodonDensirostris_10000_19280_19440,4.0068,1.4630,0.3971,0.0249
chronos_base_resid,ucr/044_UCR_Anomaly_DISTORTEDPowerDemand1_9000_18485_18821,0.35666,1.5420,0.5175,0.0377
chronos_base_resid,ucr/045_UCR_Anomaly_DISTORTEDPowerDemand2_14000_23357_23717,0.365134,0.9240,-0.0712,0.0301
chronos_base_resid,ucr/046_UCR_Anomaly_DISTORTEDPowerDemand3_16000_23405_23477,0.368801,1.9199,0.8121,0.0220
chronos_base_resid,ucr/047_UCR_Anomaly_DISTORTEDPowerDemand4_18000_24005_24077,0.355904,4.4304,3.2172,0.0841
chronos_base_resid,ucr/048_UCR_Anomaly_DISTORTEDTkeepFifthMARS_3500_5988_6085,1.83151,1.8925,0.7588,0.0984
chronos_base_resid,ucr/049_UCR_Anomaly_DISTORTEDTkeepFirstMARS_3500_5365_5380,1.63905,1.2428,0.2117,0.0041
chronos_base_resid,ucr/050_UCR_Anomaly_DISTORTEDTkeepForthMARS_3500_5988_6085,1.79572,1.1063,0.0926,0.0294
chronos_base_resid,ucr/051_UCR_Anomaly_DISTORTEDTkeepSecondMARS_3500_9330_9340,1.76415,1.7396,0.6493,0.0032
chronos_base_resid,ucr/052_UCR_Anomaly_DISTORTEDTkeepThirdMARS_3500_4711_4809,1.71026,4.1759,2.7980,0.2705
chronos_base_resid,ucr/053_UCR_Anomaly_DISTORTEDWalkingAceleration1_1500_2764_2995,1.19619,0.8213,-0.1863,0.0582
chronos_base_resid,ucr/054_UCR_Anomaly_DISTORTEDWalkingAceleration5_2700_5920_5979,1.49225,3.3653,2.4054,0.1786
chronos_base_resid,ucr/055_UCR_Anomaly_DISTORTEDapneaecg2_10000_20950_21100,2.18135,2.2516,0.6116,0.0150
chronos_base_resid,ucr/056_UCR_Anomaly_DISTORTEDapneaecg3_5000_11111_11211,2.31074,0.9720,-0.0151,0.0049
chronos_base_resid,ucr/057_UCR_Anomaly_DISTORTEDapneaecg4_6000_16000_16100,2.14555,0.4006,-0.3129,0.0037
chronos_base_resid,ucr/058_UCR_Anomaly_DISTORTEDapneaecg_10000_12240_12308,2.22119,0.7592,-0.1192,0.0030
chronos_base_resid,ucr/059_UCR_Anomaly_DISTORTEDgait1_20000_38500_38800,7.75088,0.6704,-0.2796,0.0082
chronos_base_resid,ucr/060_UCR_Anomaly_DISTORTEDgait2_22000_46500_46800,7.27568,0.9889,-0.0093,0.0107
chronos_base_resid,ucr/061_UCR_Anomaly_DISTORTEDgait3_24500_59900_60500,7.09541,1.0801,0.0661,0.0213
chronos_base_resid,ucr/062_UCR_Anomaly_DISTORTEDgaitHunt1_18500_33070_33180,7.64316,0.8390,-0.1395,0.0033
chronos_base_resid,ucr/063_UCR_Anomaly_DISTORTEDgaitHunt2_18500_31200_31850,7.40777,0.7100,-0.2462,0.0154
chronos_base_resid,ucr/064_UCR_Anomaly_DISTORTEDgaitHunt3_23400_38400_39200,7.55124,1.0598,0.0517,0.0247
chronos_base_resid,ucr/065_UCR_Anomaly_DISTORTEDinsectEPG1_3000_7000_7030,0.460909,0.9629,-0.0356,0.0069
chronos_base_resid,ucr/066_UCR_Anomaly_DISTORTEDinsectEPG2_3700_8000_8025,0.467365,2.1365,1.0786,0.0151
chronos_base_resid,ucr/067_UCR_Anomaly_DISTORTEDinsectEPG3_5200_7000_7050,0.478142,1.0070,0.0068,0.0155
chronos_base_resid,ucr/068_UCR_Anomaly_DISTORTEDinsectEPG4_1300_6508_6558,0.432715,1.2302,0.2137,0.0104
chronos_base_resid,ucr/070_UCR_Anomaly_DISTORTEDltstdbs30791AI_17555_52600_52800,4.07486,2.5343,0.8115,0.0186
chronos_base_resid,ucr/071_UCR_Anomaly_DISTORTEDltstdbs30791AS_23000_52600_52800,4.53735,5.8946,3.1413,0.0940
chronos_base_resid,ucr/072_UCR_Anomaly_DISTORTEDltstdbs30791ES_20000_52600_52800,3.84515,0.9297,-0.0391,0.0103
chronos_base_resid,ucr/073_UCR_Anomaly_DISTORTEDpark3m_60000_72150_72495,7.03802,1.0466,0.0401,0.0192
chronos_base_resid,ucr/074_UCR_Anomaly_DISTORTEDqtdbSel1005V_4000_12400_12800,2.40021,0.7927,-0.1357,0.0146
chronos_base_resid,ucr/075_UCR_Anomaly_DISTORTEDqtdbSel100MLII_4000_13400_13800,2.71575,0.7261,-0.1551,0.0164
chronos_base_resid,ucr/076_UCR_Anomaly_DISTORTEDresperation10_48000_130700_131880,6.14979,1.2250,0.2182,0.0109
chronos_base_resid,ucr/078_UCR_Anomaly_DISTORTEDresperation1_100000_110260_110412,6.01534,0.5937,-0.4046,0.0017
chronos_base_resid,ucr/083_UCR_Anomaly_DISTORTEDresperation9_38000_143411_143511,6.30199,1.3783,0.3723,0.0015
chronos_base_resid,ucr/084_UCR_Anomaly_DISTORTEDs20101mML2_12000_35774_35874,2.12061,2.8031,1.0686,0.0152
chronos_base_resid,ucr/085_UCR_Anomaly_DISTORTEDs20101m_10000_35774_35874,1.59387,1.1499,0.1433,0.0059
chronos_base_resid,ucr/086_UCR_Anomaly_DISTORTEDsddb49_20000_67950_68200,4.89544,2.2438,0.9577,0.0225
chronos_base_resid,ucr/087_UCR_Anomaly_DISTORTEDsel840mECG1_17000_51370_51740,2.75528,2.6059,0.9921,0.0308
chronos_base_resid,ucr/088_UCR_Anomaly_DISTORTEDsel840mECG2_20000_49370_49740,2.85496,1.1480,0.1002,0.0155
chronos_base_resid,ucr/089_UCR_Anomaly_DISTORTEDtiltAPB1_100000_114283_114350,3.21466,2.1300,1.1328,0.0116
chronos_base_resid,ucr/090_UCR_Anomaly_DISTORTEDtiltAPB2_50000_124159_124985,4.09825,1.0137,0.0109,0.0123
chronos_base_resid,ucr/091_UCR_Anomaly_DISTORTEDtiltAPB3_40000_114000_114370,4.02471,0.5421,-0.3543,0.0040
chronos_base_resid,ucr/093_UCR_Anomaly_NOISE1sddb40_35000_52000_52620,1.79557,1.3430,0.2545,0.0215
chronos_base_resid,ucr/094_UCR_Anomaly_NOISEBIDMC1_2500_5400_5600,1.47597,2.1402,0.9139,0.1027
chronos_base_resid,ucr/095_UCR_Anomaly_NOISECIMIS44AirTemperature4_4000_5549_5597,0.9239,2.1670,1.3777,0.0548
chronos_base_resid,ucr/096_UCR_Anomaly_NOISEECG4_5000_16900_17100,1.16181,2.2361,0.6055,0.0286
chronos_base_resid,ucr/097_UCR_Anomaly_NOISEGP711MarkerLFM5z3_5000_5948_5993,2.73421,1.0779,0.0751,0.0156
chronos_base_resid,ucr/098_UCR_Anomaly_NOISEInternalBleeding16_1200_4187_4199,1.37551,0.9014,-0.0983,0.0030
chronos_base_resid,ucr/099_UCR_Anomaly_NOISEInternalBleeding6_1500_3474_3629,2.06277,1.6419,0.6651,0.1072
chronos_base_resid,ucr/100_UCR_Anomaly_NOISELab2Cmac011215EPG1_5000_17210_17260,0.715282,3.0189,2.0427,0.0314
chronos_base_resid,ucr/101_UCR_Anomaly_NOISELab2Cmac011215EPG4_6000_17390_17520,0.731642,0.8141,-0.1902,0.0076
chronos_base_resid,ucr/102_UCR_Anomaly_NOISEMesoplodonDensirostris_10000_19280_19440,1.6823,1.4820,0.4158,0.0259
chronos_base_resid,ucr/103_UCR_Anomaly_NOISETkeepThirdMARS_3500_4711_4809,1.09994,4.5924,2.9830,0.3406
chronos_base_resid,ucr/104_UCR_Anomaly_NOISEapneaecg4_6000_16000_16100,1.50759,0.3502,-0.3294,0.0036
chronos_base_resid,ucr/105_UCR_Anomaly_NOISEgait3_24500_59900_60500,1.38275,1.1834,0.1229,0.0203
chronos_base_resid,ucr/106_UCR_Anomaly_NOISEgaitHunt2_18500_31200_31850,1.06287,1.7025,0.5175,0.0284
chronos_base_resid,ucr/107_UCR_Anomaly_NOISEinsectEPG3_5200_7000_7050,0.443762,0.7390,-0.2303,0.0135
chronos_base_resid,ucr/109_UCR_Anomaly_1sddb40_35000_52000_52620,3.2918,1.4091,0.2876,0.0232
chronos_base_resid,ucr/110_UCR_Anomaly_2sddb40_35000_56600_56900,3.31226,0.2276,-0.5471,0.0059
chronos_base_resid,ucr/111_UCR_Anomaly_3sddb40_35000_46600_46900,3.31526,1.2757,0.1945,0.0111
chronos_base_resid,ucr/112_UCR_Anomaly_BIDMC1_2500_5400_5600,1.92681,2.0924,0.7694,0.0917
chronos_base_resid,ucr/114_UCR_Anomaly_CIMIS44AirTemperature2_4000_5703_5727,1.00423,2.7511,2.0507,0.0966
chronos_base_resid,ucr/115_UCR_Anomaly_CIMIS44AirTemperature3_4000_6520_6544,1.00218,3.1109,2.4778,0.1061
chronos_base_resid,ucr/116_UCR_Anomaly_CIMIS44AirTemperature4_4000_5549_5597,0.979119,2.2872,1.4957,0.0603
chronos_base_resid,ucr/117_UCR_Anomaly_CIMIS44AirTemperature5_4000_4852_4900,1.01902,1.9981,1.1575,0.0762
chronos_base_resid,ucr/118_UCR_Anomaly_CIMIS44AirTemperature6_4000_6006_6054,1.00523,1.7798,0.8772,0.0728
chronos_base_resid,ucr/119_UCR_Anomaly_ECG1_10000_11800_12100,1.62056,2.2180,0.6943,0.0404
chronos_base_resid,ucr/120_UCR_Anomaly_ECG2_15000_16000_16100,1.64905,1.2055,0.1178,0.0195
chronos_base_resid,ucr/121_UCR_Anomaly_ECG3_15000_16000_16100,1.45937,2.5724,0.7310,0.0207
chronos_base_resid,ucr/122_UCR_Anomaly_ECG3_8000_17000_17100,1.34358,2.1492,0.5263,0.0153
chronos_base_resid,ucr/123_UCR_Anomaly_ECG4_5000_16800_17100,9.90449,1.2528,0.1932,0.0050
chronos_base_resid,ucr/124_UCR_Anomaly_ECG4_5000_16900_17100,1.83108,2.2471,0.5794,0.0243
chronos_base_resid,ucr/125_UCR_Anomaly_ECG4_5000_17000_17100,1.82497,4.3254,1.5435,0.0276
chronos_base_resid,ucr/126_UCR_Anomaly_ECG4_8000_17000_17100,1.339,2.2418,0.5696,0.0134
chronos_base_resid,ucr/127_UCR_Anomaly_GP711MarkerLFM5z1_5000_6168_6212,5.199,0.8840,-0.0963,0.0107
chronos_base_resid,ucr/128_UCR_Anomaly_GP711MarkerLFM5z2_5000_7175_7388,5.31822,1.0704,0.0594,0.0480
chronos_base_resid,ucr/129_UCR_Anomaly_GP711MarkerLFM5z3_5000_5948_5993,5.21182,0.6092,-0.3259,0.0115
chronos_base_resid,ucr/130_UCR_Anomaly_GP711MarkerLFM5z4_4000_6527_6645,5.14099,1.9062,0.7626,0.0384
chronos_base_resid,ucr/131_UCR_Anomaly_GP711MarkerLFM5z5_5000_8612_8716,5.25096,1.2500,0.2099,0.0340
chronos_base_resid,ucr/132_UCR_Anomaly_InternalBleeding10_3200_4526_4556,4.03564,0.9723,-0.0237,0.0132
chronos_base_resid,ucr/133_UCR_Anomaly_InternalBleeding14_2800_5607_5634,3.9661,0.5029,-0.4313,0.0081
chronos_base_resid,ucr/134_UCR_Anomaly_InternalBleeding15_1700_5684_5854,2.84523,2.1994,0.8545,0.0852
chronos_base_resid,ucr/135_UCR_Anomaly_InternalBleeding16_1200_4187_4199,3.31484,1.1310,0.1210,0.0035
chronos_base_resid,ucr/136_UCR_Anomaly_InternalBleeding17_1600_3198_3309,3.53564,1.0704,0.0676,0.0282
chronos_base_resid,ucr/137_UCR_Anomaly_InternalBleeding18_2300_4485_4587,3.4236,1.0902,0.0837,0.0298
chronos_base_resid,ucr/138_UCR_Anomaly_InternalBleeding19_3000_4187_4197,3.58489,2.1276,1.0616,0.0079
chronos_base_resid,ucr/139_UCR_Anomaly_InternalBleeding20_2700_5759_5919,3.42818,2.2371,1.2287,0.1419
chronos_base_resid,ucr/140_UCR_Anomaly_InternalBleeding4_1000_4675_5033,3.4036,3.4501,2.0158,0.3047
chronos_base_resid,ucr/141_UCR_Anomaly_InternalBleeding5_4000_6200_6370,2.61586,3.3196,1.8717,0.2382
